deskripsi,komentar,menatap,memegang
"Itu adalah malam yang menentukan ketika saya pergi mengunjungi seorang teman saya dan kami mulai berdiskusi bersama. Setelah itu dia mulai pergi ke tingkat diskusi yang lain di mana dia mulai memberi tahu saya bagaimana dia selalu ingin saya menjadi lebih dari seorang teman baginya .Aku mulai bertanya apa yang dia maksud. Dia menjawab bahwa dia ingin aku menjadi pacarnya dan segera dia menginginkan seks pada saat itu dan aku menolak ketika dia bersikeras. Alhamdulillah, seorang temannya datang ke rumahnya dan saya diselamatkan dari itu",0,1,0
seorang pria mengikuti saya dari pasar hari rabu ke tempat yang saya tuju. saya mencoba untuk menyesatkan dia sehingga dia tidak mengetahui alamat rumah saya. saya telah melihatnya di pasar,0,0,0
pejalan kaki menyentuh kami dan mobil bahkan mengikuti kami.,1,0,1
Orang-orang takut akan perampasan rantai .Saya pernah menyaksikan para pengendara motor masuk ke area pemukiman dan merampas rantai dan dompet dari wanita. Insiden eve taesing juga meningkat sekarang menjadi hari,1,0,0
Menggoda malam sangat umum di kampus kita sendiri. Mengomentari dan menggoda dll.,1,1,0
Saya diikuti oleh 5 anak laki-laki. Mereka menggoda dan mengikutiku bahkan di jalan utama.,1,0,0
seorang gadis menyaksikan seseorang mengklik fotonya meskipun tidak yakin.,0,0,0
Saya pergi ke Gereja pada hari Minggu ketika saya bertemu dengan seorang lelaki tua pemabuk. Dia menelepon saya dan saya mengabaikannya kemudian dia mulai melecehkan saya dengan mengatakan `` malaya wewequot '' yang berarti Anda seorang pelacur.,1,0,0
"Seorang gadis dipukuli secara brutal oleh 23 anak laki-laki karena alasan yang tidak diketahui dan tidak ada yang datang untuk membantunya, terjadi pada November 2012 di malam hari.",0,0,0
eve menggoda ... menggunakan kata-kata buruk,1,0,0
panggil aku di teras dengan rakus cokelat. Mengikuti saya ke halte bus selama 3 hari,0,0,0
"Memanfaatkan kerumunan, orang-orang mencoba menyentuh saya selama jam-jam malam.",0,0,1
berjalan kembali ke rumah dan tiba-tiba sekelompok anak laki-laki berkumpul di sekitar saya hanya mencoba untuk berbicara. Itu terjadi di malam hari.,1,1,0
Dilecehkan pada malam hari di GK juga,1,1,0
berperilaku buruk,0,0,1
"Mengetahui tentang situs ini baru-baru ini. Beberapa pria terus berjalan di belakangku selama beberapa waktu. setiap kali saya melihat ke belakang, dia entah bagaimana akan menghilang di tengah kerumunan. Beberapa langkah kemudian, saya merasakan sesuatu menusuk pinggul saya. Aku berbalik dan di sanalah dia, hampir satu inci dariku. Aku tidak bisa melihat wajahnya dengan baik karena rambutnya yang acak-acakan mencapai dagunya. Dia dengan cepat mundur sebelum aku bisa membunyikan alarm. Bagian yang paling mengejutkan adalah bahwa halte bus itu penuh sesak. banyak orang pasti memperhatikan tetapi tidak ada yang mau ikut campur. Saya meminta semua untuk berhati-hati terhadap orang-orang kotor seperti itu.",0,0,1
Saya secara fisik tersentuh oleh seorang pria di dalam bus umum.,0,0,1
Sebuah kelompok seni dan kerajinan mulai mengirimkan foto-foto telanjang gadis-gadis dan mulai melakukan prostitusi.,1,1,1
Seorang pria mencoba menyerang saya secara seksual,0,0,1
area pasar sangat ramai dan kami tidak bisa berhenti pergi kesana. laki-laki dan anak laki-laki di sana akan melewati kita dan menyentuh kita dan akan membuat alasan bahwa mereka tidak punya cukup tempat untuk pergi. mereka juga mengomentari kami.,1,0,1
dilecehkan di dalam bus,0,0,0
34 pria menatap dan mulai berkomentar. Semacam eve eve.,1,1,0
"Catcalls, berkomentar, menyentuh dan lainnya di delhi lama.",1,0,1
"setiap kali saya melewati daerah itu, pemilik toko berkomentar dan kadang-kadang mereka memberi saya undangan seksual.",1,0,0
"seorang pengendara sepeda motor mencoba menyentuh payudara saya, saya mendorongnya, dia jatuh dari sepeda dan melukai dirinya sendiri dan mulai melecehkan saya, saya menelepon polisi",1,0,1
guru memukuli murid,0,0,0
"Di salah satu festival newars, saya melihat pelecehan langsung terhadap gadis oleh sekelompok anak laki-laki. Mereka menyentuh di sana-sini sebagian dari gadis-gadis itu",0,0,1
ada seorang anak laki-laki yang membohongi saya dan membawa saya kepada temannya dan dia tidur dengan saya selama 3 hari sampai ibu saya mengeluh dan saat itulah dia mengusir saya dari rumahnya pada malam hari,0,0,0
anak laki-laki itu berkomentar dan mencoba meraba-raba saat kami berada di tempat yang ramai,1,0,0
Sahabat saya dilecehkan secara seksual oleh tetangganya ketika dia berusia enam tahun. Dia masih tinggal di sebelahnya dan belum memberi tahu siapa pun tentang hal itu.,0,1,1
"Saya dalam perjalanan pulang dari sekolah ketika laki-laki yang duduk malas bersiul kepada saya, saya menolak untuk menanggapi mereka kemudian mereka mulai melecehkan saya.",0,0,0
Saya melihat sebuah adegan di mal pada sore hari. Seorang gadis berdiri di luar McD. Dua anak laki-laki datang dan mulai berkomentar dan ketika dia tidak menjawab mereka mulai memanggilnya dari nama aktris dan mulai bersiul.,1,1,0
Teman saya dianiaya oleh tetangganya. Dia memberi tahu orang tuanya dan dia segera ditugaskan.,0,0,1
"Saya kembali ke flat saya dari pekerjaan saya di noida yang lebih besar, dua anak laki-laki mengikuti mobil saya dan berkata `` Berapa yang harus saya kenakan untuk satu malam.",0,0,0
itu sangat buruk.,1,0,0
anak laki-laki itu meraba-raba saya dan menatap seperti neraka,0,0,1
"Laki-laki mengeroyok dan menatap sepanjang hari, di malam hari mereka berkomentar dan menyulitkan kami untuk menggunakan blok jalan utama yang menuju ke rumah kami.",1,1,0
"Kapanpun saya atau teman saya lewat jika laki-laki sedang duduk-duduk, mereka mulai berkomentar, menyanyikan lagu, dll.",1,0,0
"Saya meninggalkan tempat teman saya dan pergi menemui temannya. Wanita ini menyambut saya dengan sangat baik tetapi ketika kami terus mengobrol, dia memutar video ponografi. Itu benar-benar membuat saya merasa tidak nyaman karena dia adalah teman teman saya.",0,0,0
Dua orang mengikuti saya dan teman saya di metro sebelum naik dan setelah kami keluar. Mereka menatap kami seluruhnya.,0,0,0
Saya dibuntuti oleh seorang pria dari pasar ke jalan tempat saya tinggal. Saya mencoba menyesatkan dia,0,0,0
"saya, ayah saya dan saudara laki-laki saya berada di gedung film gopi krishna. loket tiket agak ramai sehingga seorang pria menyentuh gadis itu dan gadis itu segera menjawabnya dengan berteriak padanya dan kemudian pria itu merasa malu dan dia mundur.",1,0,1
"Berkomentar, melirik dan catcall adalah hal yang biasa terjadi di metro.",1,1,0
Teman saya diperkosa oleh guru sekolahnya.,1,0,1
laki-laki chawl lokal telah memanggil namanya karena dia telah berpisah dari suaminya,1,0,0
"Pelecehan seksual. Suatu pagi ketika saya pergi ke sekolah dengan teman-teman saya, seorang pria menilai kami dan mulai menanyakan nama teman saya, sayangnya teman saya meludahi wajahnya, ketika kami kembali dari sekolah, pria itu menyerang kami dengan teman-temannya, membawa kami ke lingkungan yang gelap memberi kami pemukulan hidup kami sampai kami pingsan dan baru terbangun menyadari diri kami di rumah sakit",0,0,0
Survei ini dilakukan oleh safecity (Red dot foundation) bersama dengan audit keamanannya di pasar jalanan di Mumbai.,1,1,1
"Seorang gadis muda dilecehkan di rumah ayahnya tanpa sepengetahuan orang tuanya, kemudian ditemukan pada malam hari ketika pria itu mencoba mencium gadis itu, saya tidak tahu mengapa gadis itu tidak melaporkan hal ini kepada orang tuanya. Saya pikir dia juga jatuh cinta dengan pria itu",0,0,0
Memanfaatkan keramaian pada jam-jam sibuk,0,0,1
Exboyfriend menelepon dan memeras gadis,0,1,1
Kasus teman sekelas saya yang dia baca di sekolah pada suatu Minggu pagi ketika seorang pria tak dikenal muncul di depan janda di kelas tempat dia berada. Pria itu berdiri lama memperhatikan gadis itu ketika dia sedang membaca dan mulai mengajukan pertanyaan kepada gadis itu setelahnya. yang dia masuki kelas dengan pedang pendek meminta gadis itu untuk menanggalkan pakaian. Gadis itu juga mempermainkannya dan melarikan diri tetapi dia terluka di tangannya oleh pria itu.,0,0,0
saya bersama keluarga saya dan berada di dekat taman hiburan. Saya di kelas 9 dan tidak tahu banyak tentang pelecehan seksual. satu orang berjalan melewati saya dan menyentuh saya secara tidak pantas.,0,0,1
Saya tidak merasa aman.,0,0,0
Seorang gadis meraba-raba penisku,0,1,1
"Artikel ini ditulis tahun lalu ketika situasi ini terjadi. Saya baru saja memasuki kelas 11. Sekarang, ketika saya meninggalkan sekolah menengah dengan kilas balik hari ini dan sepanjang waktu tubuh saya telah menjadi kanvas kosong bagi anak laki-laki untuk memerciki cat, saya akan menceritakan kisah seorang siswa kelas 10 di Gurgaon.quot Bibir orang asing menyerempet ujungnya di pipiku. Lenganku yang memar tertempel di atas tanah abu-abu berdebu di ruangan itu sementara aku terus mengawasi wajah-wajah orang tak dikenal berseragam di luar. Mereka menyeringai saat orang asing itu menyelipkan jari-jarinya yang seperti ular ke tubuhku. Dia berjuang untuk membuka kancingnya. Aku bisa merasakan mataku memerah ketika aku menggigit bahunya dengan keras dan dengan suara kecil berkata, Tidak, aku harus pergi. Saya tidak suka ini. Saya merasakan botol minuman keras kosong di kaki saya dan tangannya di daging saya. Aku tersentak dan mendorongnya ke samping. Kepalaku berdengung karena alkohol dan kepanikan saat aku berhasil berdiri dan melihat sekeliling. Apakah saya benar-benar menginginkan ini? Dia menegakkan tubuh dan menekan tubuh lemah saya ke dinding telanjang. Tidak, aku tidak melakukannya. Aku mendorongnya ke samping dan berlari menuju aula terbuka. Pria dari segala usia berdiri di pagar, tidak menyadari tindakan itu. Pipiku terbakar karena ciuman paksa dan rasa malu. Sambil memegang sepatuku di tangan, aku bergegas melewati tangga untuk mencari wajah yang dikenal. Siapa yang saya cari? Dari siapa aku lari? Saya sampai di lobi kantor yang dingin. Aku menatap pintu masuk, dan di sana dia menatapku yang aneh ke wajah cemasku. Dia mendorong diriku yang kaku ke lift yang tertutup, berusaha melepaskan celana pendekku. Dia memutuskan untuk memaksa jari-jarinya yang merayap ke pinggang saya. Dia berbisik, ""Aku akan mencariku seperti orang brengsek, saat aku merengek dan melompat menjauh darinya. Aku meraba bagian belakang pakaianku, mencari telepon. Itu tidak ada di sana. Kepanikan dan kelelahan tiba-tiba muncul, dan saya melarikan diri dari kantor ke lorong. Saya mencari-cari di sekitar gedung, menjelajahi setiap langkah yang saya ambil sebelumnya, untuk mencari barang berharga. Tidak ada. Mataku semakin panas sekarang. Air mata membutakan penglihatan saya dan menempel di pipi saya yang mentah. Dia ada di belakangku. Saya bergegas ke bawah dan menuju ke jalan yang sibuk. Saat itu siang hari bolong, saat aku berlari tanpa alas kaki untuk mencari temanku. Sudah terlambat. Dia telah pergi, dan orang asing saya ada di belakang saya, meraih baju saya. Tangannya yang kuat merobek kain itu. Punggungku yang telanjang menjadi terkena lampu yang berkedip-kedip dan tatapan jutaan pria tak bernama. Saya menangis minta tolong tetapi tidak ada yang cukup peduli untuk mendengar. Saya berlari lebih cepat, tanpa memiliki ponsel, uang, atau tas saya. Mengapa saya ada di sini? Saya menatap kerumunan di dekatnya. Saya berhenti di tangga. Air mata membasahi wajah saya, sosok tak dikenal menetap di sekitar saya tetapi di kepala saya, saya tahu apa yang harus dilakukan. Dia, bisikku ketika aku berusaha untuk menekan nomor yang kukenal di telepon. Apakah kamu ingat saat kamu masih kecil dan kamu telah tersesat dari orang tuamu di pasar yang penuh sesak? Bagaimana pada saat itu, Anda tidak memiliki pikiran apa pun dan satu-satunya pikiran yang berharga adalah bagaimana kembali ke tempat berlindung Anda yang aman? Apakah Anda ingat kekhawatiran di wajah mereka? Momen itu sangat besar. Aku gemetar ke depan dan ke belakang, melirik melalui wajah-wajah yang berkelimpahan, tidak dapat melihat fitur-fitur halusnya yang kacau karena kekhawatiran. Pria dan wanita berjalan melewati saya, mengulurkan tangan membantu tetapi saya tidak mempercayai mereka. Hanya beberapa menit, ketika wajahnya yang menderita melewatiku. Aku berdiri dan berlari menuju lengannya yang terbuka. Dunia berdiri diam saat dia memelukku. Aku mencium bau biasa dari cologne-nya dan merasakan gelombang rindu rumah menghantam dinding kepalaku. Aku takut, dia akan menemukanku. Kataku, dan itu sudah cukup baginya untuk mengetahuinya. Dia mengeluarkan kemeja abu-abu dari tasnya dan mengantarku keluar dari penglihatan orang asing. Pakai itu, dia bergumam dan menopang tangannya di pundakku untuk menarikku mendekat. Dia menyelamatkan teman saya yang lain dari cengkeraman orang asing saya dan teman-temannya dan pergi dari lokasi terkutuk. Perjalanan berakhir di rumah saya. Dia memegangi wajah saya dan dengan suara rendah, tidak terdengar oleh teman saya di kamar sebelah, meminta bantuan saya. Jangan lakukan hal bodoh, katanya cemas, seolah membaca pikiranku. Keadaan teman saya berada di luar kategori terbuang, dan mengikuti tugas yang diberikan, dia menjemputnya dari lantai marmer dan membawanya ke gerbang masyarakat. Dia melambai selamat tinggal sebentar dan dengan takut-takut pergi dariku. Terkadang, kamu tidak perlu kata-kata untuk menjelaskan perasaanmu. Terkadang, Anda hanya tahu. Seperti itu, saya baru tahu. Di sana, terbungkus aroma dari kemejanya, aku merasa mungkin. Saya ketakutan karena episode itu, tetapi wajahnya membuat lebih mudah untuk bernapas. Kadang-kadang, Anda tidak perlu berkencan atau mencintai seseorang selama berbulan-bulan untuk merasa nyaman. Anda tidak perlu menciumnya, atau bahkan membiarkannya berada di sekitar Anda sepanjang waktu. Hanya kehadiran gugupnya yang tertinggal di sekitar Anda pada saat itu sudah cukup untuk menunjukkan dan membangun hubungan singkat. Dia adalah tempat berlindungku, bahkan selama beberapa menit itu. Aku menyesal itu sudah berakhir tetapi lebih senang, dia ada di sana untukku. Ketika dia mengucapkan kata-kata itu di telepon, itu hanya formalitas. Tapi berdiri di sana di taman, mengawasinya berjalan menuju gerbang, saya bisa merasakan itu terjadi. Ini mungkin bukan episode yang begitu penting baginya, tetapi bagi saya, itu mengubah segalanya. Maaf tarian itu berakhir, tetapi di sana, dalam pelukan Anda, saya bersumpah dunia berdiri diam mustahil. QuotSaya mencoba bunuh diri beberapa jam kemudian , tapi saya diselamatkan. Dan saya hidup untuk menjadi kuat, dan menceritakan kisah ini kepada Anda.",0,0,0
"Seorang pria, reguler di bus saya dan rute saya dan setelah kami berdua turun di halte yang sama, dia menyentuh saya di tempat yang salah dan saya merasa sangat buruk.",0,0,1
"Dicubit di dada di taman air di Mehsana, Gujarat",0,0,1
Empat anak laki-laki bersiul dan mengomentari anak perempuan. Itu terjadi di Malam Hari.,1,0,0
"Sedang berjalan di jalan, seorang pria berdiri bersandar di gerbang rumahnya dan bersiul dan memanggil saya sepanjang waktu saya menyeberang rumahnya. Saya mengambil jalan itu setiap hari, kecuali hari Minggu, untuk pergi ke kelas musik. sebulan dan saya akhirnya keluar dari kelas musik. Saat itu saya berusia 13 tahun.",0,0,0
"Saya sedang rapat dan ketika rapat selesai saya pergi berbicara dengan telepon saya dan seorang pria datang dan mulai buang air kecil di dekat pagar, itu sangat menjijikkan.",0,0,0
Usia 19 tahun Jenis pelecehan Berjalan di pasar Leh (siang hari) Caltcalls di Choglamsar dekat jembatan Choglamsar (malam),0,0,0
seorang ayah di lingkungan saya melakukan aktivitas seksual dengan putrinya sendiri secara paksa,0,0,0
seorang paman memukuli istrinya di jalan di luar rumah mereka. tidak ada yang membantu wanita itu. dia kemudian masuk ke dalam dan menyerangnya lebih jauh dan menguncinya,0,0,0
di malam hari 2 3 orang mengomentari pakaian saya,1,0,0
Beberapa anak laki-laki menatap dan mengolok-olok saya ketika saya pulang dari sekolah.,0,0,0
Beberapa gadis diselamatkan di ruang video di desa mashimoni di mana mereka dieksploitasi untuk film porno di ruang video.,0,0,0
"Saat bepergian dengan bus, pria yang berdiri di belakangku mencoba menyentuhku.",1,1,1
Penerangan Jalan Yang Buruk,0,0,0
Wajah-wajah kasar yang luar biasa diberikan kepada saya untuk membeli seorang pria selama jam-jam sore.,0,1,0
teman saya mencoba mencium saya secara paksa di taman,0,0,1
Laporan ini berkenaan dengan survei yang dilakukan tentang pelecehan seksual dalam berbagai bentuk di wilayah tertentu,1,0,1
seseorang lelah menyentuh bagian sensitifku.,1,1,0
Anak laki-laki di daerah itu membuat pose tidak senonoh dan mengikuti gadis-gadis yang dengan tergesa-gesa mempercepat sepeda dan membuat suara.,0,0,0
"Menempel dan bersentuhan di dalam bus saat ada keramaian, bersiul saat berjalan pulang.",1,0,1
"Diserang dan mereka mencoba meraih rantai emasnya, dia didorong",0,0,0
sekelompok pekerja mengklik foto saya saat saya sedang berlari di taman. Beberapa gambar diambil. Saya menelepon satpam setempat dan menyambar ponsel mereka dan menghapus foto saya.,0,0,0
Seorang pria mencoba menyentuh wanita itu.,0,0,1
Saya berada di pelatih umum di metro (gerbang kashmere) ketika saya melihat sekelompok anak laki-laki memberikan komentar tentang seorang gadis. Itu terjadi di malam hari sekitar jam 5.,1,1,1
